Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-15 19:10:54,2019-02-15 19:12:10,1m - 16.736s,PASSED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-15 19:10:54,2019-02-15 19:12:10,1m - 16.298s,PASSED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-15 19:10:54,2019-02-15 19:12:10,1m - 15.835s,PASSED
